ETF代码,ETF名称,基金规模,next_crawl_index
560230,光伏ETF富国,2.19226332,763
560290,有色ETF景顺,4.61385912,763
562800,稀有金属ETF,69.36069762,763
515790,光伏ETF,112.32638313,763
516150,稀土ETF嘉实,97.31919176,763
517400,黄金股票ETF,15.61278944,763
159881,有色金属ETF国泰,2.24399119,763
159871,有色ETF银华,9.50004426,763
510410,资源ETF博时,10.53235865,763
159322,黄金股票ETF基金,2.52317735,763
159876,有色ETF华宝,22.16121968,763
159518,标普油气ETF嘉实,14.60142678,763
159148,石油ETF富国,2.06466601,763
159618,光伏ETF指数基金,0.69153404,763
516650,有色金属ETF基金,161.67862065,763
159321,黄金股票ETF,7.04546559,763
159880,有色ETF鹏华,14.4409875,763
159162,工业有色ETF鹏华,5.49244126,763
159562,黄金股ETF,76.17387164,763
561330,矿业ETF,30.97049637,763
159588,石油天然气ETF,7.19129214,763
517520,黄金股ETF,148.13578649,763
159315,黄金股ETF工银,3.52009214,763
159690,有色矿业ETF招商,6.04977934,763
512400,有色金属ETF,361.70331185,763
159157,有色金属ETF天弘,18.67969764,763
159163,有色ETF泰康,1.80286943,763
159652,有色ETF汇添富,62.45027907,763
560860,工业有色ETF万家,140.28553544,763
159697,石油ETF鹏华,18.23789502,763
159309,油气ETF汇添富,6.60923405,763
159168,有色ETF富国,2.2580179,763
563150,油气ETF银华,0.71317089,763
561570,油气ETF华泰柏瑞,1.05264009,763
561360,石油ETF,26.00139416,763
561760,油气ETF博时,2.15913705,763
